Price,unit,total_sqrt,bath,bhk,location
108,L,1890,3,3,Gota
102,L,2360,3,3,Gota
102,L,2360,3,3,Gota
102,L,2360,3,3,Gota
145,L,3341,4,4,Gota
145,L,3341,4,4,Gota
102,L,2360,3,3,Gota
102,L,2360,3,3,Gota
200,L,2850,4,4,Jodhpur
153,L,2488,4,4,Jodhpur
151,L,1791,3,3,Jodhpur
175,L,2520,4,4,Jodhpur
582,L,5825,4,4,Jodhpur
200,L,2200,3,3,Jodhpur
127,L,1710,3,3,Jodhpur
275,L,3078,4,4,Jodhpur
181,L,2775,3,3,Jodhpur
160,L,2450,4,4,Jodhpur
370,L,3771,4,4,Jodhpur
165,L,2448,4,4,Jodhpur
100,L,1530,3,3,Jodhpur
525,L,6364,4,4,Jodhpur
141,L,2200,3,3,Jodhpur
130,L,1926,3,3,Jodhpur
611,L,5840,4,4,Jodhpur
182,L,2781,3,3,Jodhpur
609,L,5925,4,4,Jodhpur
160,L,2448,4,4,Jodhpur
112,L,1704,3,3,Jodhpur
130,L,2000,3,3,Jodhpur
151,L,2025,3,3,Jodhpur
120,L,1980,3,3,Jodhpur
300,L,3000,4,4,Jodhpur
107,L,1575,3,3,Jodhpur
300,L,3000,4,4,Jodhpur
235,L,2508,3,3,Jodhpur
115,L,1745,3,3,Jodhpur
180,L,2781,3,3,Jodhpur
126,L,1706,3,3,Jodhpur
105,L,1705,3,3,Jodhpur
135,L,1854,3,3,Jodhpur
100,L,1755,3,3,Jodhpur
110,L,1485,3,3,Jodhpur
168,L,2025,3,3,Jodhpur
225,L,2510,3,3,Jodhpur
582,L,5825,4,4,Jodhpur
250,L,3125,4,4,Jodhpur
120,L,1710,3,3,Jodhpur
186,L,2781,3,3,Jodhpur
200,L,2850,4,4,Jodhpur
150,L,1737,3,3,Jodhpur
155,L,1850,3,3,Jodhpur
165,L,2400,4,4,Jodhpur
125,L,1710,3,3,Jodhpur
120,L,1745,3,3,Jodhpur
165,L,2550,4,4,Jodhpur
100,L,1755,3,3,Jodhpur
115,L,1710,3,3,Jodhpur
110,L,1700,3,3,Jodhpur
100,L,1600,3,3,Jodhpur
174,L,2025,3,3,Jodhpur
210,L,2850,3,3,Jodhpur
149,L,2025,3,3,Jodhpur
300,L,2994,4,4,Jodhpur
110,L,1960,3,3,Jodhpur
150,L,1791,3,3,Jodhpur
126,L,1710,3,3,Jodhpur
105,L,1575,3,3,Jodhpur
171,L,2700,4,4,Shilaj
126,L,1710,3,3,Jodhpur
166,L,2025,3,3,Jodhpur
111,L,1854,2,2,Jodhpur
130,L,1926,3,3,Jodhpur
365,L,4275,5,5,Jodhpur
174,L,2025,3,3,Jodhpur
105,L,1960,3,3,Jodhpur
100,L,1575,3,3,Jodhpur
194,L,2781,3,3,Jodhpur
365,L,4275,5,5,Jodhpur
112,L,1610,3,3,Jodhpur
301,L,4022,4,4,Jodhpur
500,L,4050,5,5,Jodhpur
110,L,1900,3,3,Jodhpur
115,L,1620,3,3,Jodhpur
155,L,2400,3,3,Jodhpur
120,L,1575,3,3,Jodhpur
100,L,1725,3,3,Jodhpur
107,L,1863,4,4,Jodhpur
140,L,2251,3,3,Jodhpur
200,L,2475,3,3,Jodhpur
105,L,1485,3,3,Jodhpur
174,L,2320,3,3,Jodhpur
630,L,7000,4,4,Jodhpur
225,L,3060,4,4,Jodhpur
632,L,5742,4,4,Jodhpur
264,L,3885,4,4,Jodhpur
105,L,1710,3,3,Jodhpur
230,L,2610,3,3,Jodhpur
145,L,1800,3,3,Jodhpur
180,L,2300,3,3,Jodhpur
810,L,8100,6,6,Jodhpur
100,L,1531,3,3,Jodhpur
275,L,3420,4,4,Jodhpur
283,L,3786,4,4,Jodhpur
224,L,2323,3,3,Jodhpur
145,L,2070,3,3,Jodhpur
170,L,2016,3,3,Jodhpur
115,L,1800,3,3,Jodhpur
662,L,6623,5,5,Jodhpur
125,L,1801,3,3,Jodhpur
125,L,2322,3,3,Jodhpur
545,L,5450,4,4,Jodhpur
302,L,3619,4,4,Jodhpur
165,L,2025,4,4,Jodhpur
225,L,2610,3,3,Jodhpur
105,L,1863,4,4,Jodhpur
570,L,5700,4,4,Jodhpur
135,L,1710,3,3,Jodhpur
812,L,8126,6,6,Jodhpur
364,L,3778,4,4,Jodhpur
200,L,2900,3,3,Jodhpur
340,L,2781,4,4,Jodhpur
540,L,5400,4,4,Jodhpur
155,L,1980,3,3,Jodhpur
140,L,1750,3,3,Jodhpur
100,L,1575,3,3,Jodhpur
850,L,6623,5,5,Jodhpur
350,L,4050,4,4,Jodhpur
335,L,3510,4,4,Jodhpur
130,L,1620,3,3,Jodhpur
1000,L,8110,6,6,Jodhpur
180,L,2745,3,3,Jodhpur
110,L,2154,3,3,Jodhpur
125,L,1800,3,3,Jodhpur
385,L,4535,4,4,Makarba
116,L,1678,3,3,Makarba
100,L,1785,3,3,Makarba
140,L,2610,4,4,Makarba
115,L,1903,3,3,Makarba
130,L,1915,3,3,Makarba
121,L,1904,3,3,Makarba
125,L,1832,3,3,Makarba
145,L,2610,4,4,Makarba
527,L,4750,4,4,Makarba
105,L,1755,3,3,Makarba
165,L,2475,4,4,Makarba
175,L,2475,4,4,Makarba
121,L,1904,3,3,Makarba
100,L,1773,3,3,Makarba
135,L,1904,3,3,Makarba
427,L,4500,4,4,Makarba
185,L,2475,4,4,Makarba
382,L,4500,4,4,Makarba
120,L,1917,3,3,Makarba
100,L,1665,3,3,Makarba
144,L,3611,4,4,Makarba
175,L,2475,4,4,Makarba
120,L,1500,3,3,Makarba
111,L,1450,3,3,Makarba
125,L,1970,3,3,Makarba
115,L,1687,3,3,Makarba
118,L,2250,3,3,Prahlad
118,L,2250,3,3,Prahlad
100,L,1585,3,3,Prahlad
275,L,2750,4,4,Prahlad
225,L,2750,4,4,Prahlad
115,L,2070,3,3,Vejalpur
115,L,2070,3,3,Vejalpur
115,L,2070,3,3,Vejalpur
115,L,2070,3,3,Vejalpur
143,L,2200,3,3,Prahlad
270,L,3432,4,4,Prahlad
115,L,3800,3,3,Motera
120,L,1800,3,3,Motera
115,L,1890,3,3,Motera
107,L,2250,3,3,Motera
144,L,3150,4,4,Motera
175,L,3900,4,4,Motera
110,L,2268,3,3,Motera
100,L,1530,3,3,Motera
275,L,6500,5,5,Motera
142,L,3150,4,4,Motera
116,L,1240,3,3,Motera
165,L,3186,4,4,Motera
104,L,2313,3,3,Motera
110,L,1593,3,3,Motera
110,L,2369,3,3,Motera
120,L,2678,3,3,Motera
110,L,2250,3,3,Motera
100,L,1805,3,3,Motera
275,L,4659,5,5,Motera
170,L,3744,4,4,Motera
110,L,1800,3,3,Motera
120,L,2043,3,3,Motera
105,L,1820,2,2,Near Vaishnodevi
114,L,1600,3,3,Near Vaishnodevi
136,L,3200,4,4,Near Vaishnodevi
135,L,2800,4,4,Near Vaishnodevi
115,L,1600,3,3,Near Vaishnodevi
180,L,3650,4,4,Shilaj
136,L,3200,4,4,Near Vaishnodevi
125,L,1838,3,3,Near Vaishnodevi
136,L,3200,4,4,Near Vaishnodevi
136,L,3200,4,4,Near Vaishnodevi
101,L,2390,3,3,Near Vaishnodevi
101,L,2390,3,3,Near Vaishnodevi
122,L,1863,3,3,Sanand
125,L,3900,4,4,Sanand
117,L,2800,3,3,Sanand
104,L,2456,4,4,Sanand
112,L,2800,4,4,Sanand
110,L,1728,3,3,Sanand
145,L,2079,3,3,Sanand
149,L,2236,4,4,Sanand
100,L,1708,4,4,Sanand
112,L,2800,4,4,Sanand
107,L,1608,4,4,Sanand
112,L,1944,3,3,Sanand
104,L,2456,4,4,Sanand
131,L,2800,4,4,Sanand
370,L,4500,4,4,Satellite
630,L,7000,5,5,Satellite
261,L,3801,4,4,Satellite
800,L,7000,4,4,Satellite
340,L,4300,4,4,Satellite
150,L,2380,3,3,Satellite
110,L,1890,3,3,Satellite
178,L,2088,3,3,Satellite
120,L,1540,3,3,Satellite
295,L,3700,4,4,Satellite
315,L,2320,3,3,Satellite
375,L,2750,4,4,Satellite
108,L,1539,3,3,Satellite
160,L,2088,3,3,Satellite
105,L,1602,3,3,Satellite
150,L,1895,3,3,Satellite
330,L,3885,4,4,Satellite
351,L,3080,4,4,Satellite
780,L,8110,6,6,Satellite
201,L,2768,4,4,Satellite
150,L,2880,4,4,Satellite
375,L,4300,4,4,Satellite
204,L,2320,3,3,Satellite
300,L,3700,4,4,Satellite
165,L,2070,3,3,Satellite
351,L,3080,4,4,Satellite
155,L,2310,3,3,Satellite
372,L,4142,4,4,Satellite
262,L,3800,4,4,Satellite
264,L,3887,4,4,Satellite
140,L,2880,4,4,Satellite
137,L,1750,3,3,Satellite
197,L,2320,3,3,Satellite
351,L,3080,4,4,Satellite
780,L,8110,6,6,Satellite
165,L,2050,3,3,Satellite
180,L,3600,4,4,Satellite
170,L,1910,3,3,Satellite
662,L,6625,5,5,Satellite
155,L,2088,3,3,Satellite
157,L,2320,3,3,Satellite
175,L,2088,3,3,Satellite
147,L,2163,3,3,Satellite
165,L,2088,3,3,Satellite
175,L,1710,3,3,Satellite
545,L,5450,4,4,Satellite
250,L,3885,4,4,Satellite
342,L,3885,4,4,Satellite
130,L,1900,3,3,Satellite
150,L,1845,3,3,Satellite
110,L,2070,3,3,Satellite
120,L,3150,3,3,Satellite
675,L,7500,5,5,Satellite
175,L,2088,3,3,Satellite
269,L,3700,4,4,Satellite
155,L,2070,3,3,Satellite
300,L,4700,3,3,Satellite
221,L,2550,4,4,Satellite
128,L,1845,3,3,Satellite
150,L,2880,4,4,Satellite
893,L,8126,6,6,Satellite
160,L,2088,3,3,Satellite
149,L,2170,3,3,Satellite
115,L,1900,3,3,Satellite
159,L,3300,3,3,Satellite
375,L,3883,4,4,Satellite
500,L,5500,4,4,Satellite
365,L,4300,4,4,Satellite
280,L,3885,4,4,Satellite
155,L,2070,3,3,Satellite
550,L,5500,4,4,Satellite
351,L,3700,4,4,Satellite
195,L,2520,4,4,Satellite
111,L,1890,3,3,Satellite
300,L,3700,4,4,Satellite
382,L,4500,4,4,Satellite
111,L,1250,3,3,Satellite
252,L,3885,4,4,Satellite
165,L,1980,3,3,Satellite
165,L,1980,3,3,Satellite
696,L,6630,5,5,Satellite
110,L,1485,3,3,Satellite
110,L,1800,3,3,Satellite
167,L,2025,3,3,Satellite
175,L,3150,4,4,Satellite
111,L,1960,3,3,Shela
120,L,2700,4,4,Shela
120,L,2741,3,3,Shela
293,L,4508,5,5,Shela
105,L,2041,3,3,Shela
195,L,4300,5,5,Shela
117,L,2620,4,4,Shela
110,L,1960,3,3,Shela
135,L,2300,4,4,Shela
137,L,2740,3,3,Shela
115,L,1970,3,3,Shela
130,L,1960,3,3,Shela
125,L,2041,3,3,Shela
125,L,1960,3,3,Shela
309,L,6421,4,4,Shela
115,L,2500,4,4,Shela
164,L,3291,4,4,Shela
105,L,2041,3,3,Shela
356,L,5837,4,4,Shela
111,L,1960,3,3,Shela
164,L,3291,4,4,Shela
135,L,2600,3,3,Shela
129,L,2585,4,4,Shela
104,L,2013,3,3,Shela
340,L,5040,5,5,Shela
279,L,4130,4,4,Shela
177,L,3660,4,4,Shela
169,L,3263,4,4,Shela
164,L,3151,4,4,Shela
281,L,3843,3,3,Shela
103,L,2700,4,4,Shela
106,L,2041,3,3,Shela
170,L,3151,4,4,Shela
170,L,3151,4,4,Shela
170,L,2623,4,4,Shela
170,L,2623,4,4,Shela
111,L,1960,3,3,Shela
110,L,1960,3,3,Shela
138,L,2300,4,4,Shela
135,L,2300,4,4,Shela
148,L,3151,4,4,Shela
300,L,1960,4,4,Shela
625,L,8395,5,5,Shela
115,L,1925,3,3,Shela
230,L,4518,4,4,Shela
225,L,4518,4,4,Shela
131,L,2623,4,4,Shela
151,L,3151,4,4,Shela
129,L,2598,3,3,Shela
124,L,2598,3,3,Shela
102,L,2041,3,3,Shela
124,L,2585,4,4,Shela
135,L,3151,4,4,Shela
115,L,2013,3,3,Shela
120,L,2041,3,3,Shela
180,L,3151,4,4,Shela
129,L,2585,4,4,Shela
102,L,2014,3,3,Shela
131,L,2623,4,4,Shela
151,L,2623,4,4,Shela
185,L,3051,4,4,Shela
110,L,2041,3,3,Shela
150,L,1960,3,3,Shela
150,L,1960,3,3,Shela
115,L,1960,3,3,Shela
368,L,5837,4,4,Shela
220,L,3538,4,4,Shela
110,L,2013,3,3,Shela
120,L,2300,4,4,Shela
122,L,2460,4,4,Shela
138,L,3121,4,4,Shela
180,L,3538,4,4,Shela
500,L,8395,5,5,Shela
100,L,2013,3,3,Shela
100,L,2041,3,3,Shela
131,L,2642,4,4,Shela
227,L,4130,4,4,Shela
156,L,3121,4,4,Shela
105,L,2013,3,3,Shela
145,L,3121,4,4,Shela
420,L,6944,5,5,Shela
178,L,3600,4,4,Shela
156,L,3121,4,4,Shela
129,L,2585,4,4,Shela
124,L,2598,3,3,Shela
156,L,3121,4,4,Shela
150,L,2782,3,3,Shela
136,L,2596,3,3,Shela
130,L,1960,3,3,Shela
150,L,2300,4,4,Shela
357,L,5837,4,4,Shela
110,L,2013,3,3,Shela
119,L,2623,4,4,Shela
108,L,2825,4,4,Shela
228,L,4130,4,4,Shela
165,L,3291,4,4,Shela
137,L,2740,3,3,Shela
164,L,3291,4,4,Shela
270,L,5407,5,5,Shela
106,L,2585,4,4,Shela
106,L,2885,4,4,Shela
130,L,1960,3,3,Shela
130,L,1910,3,3,Shela
130,L,2041,3,3,Shela
140,L,2623,4,4,Shela
380,L,5400,5,5,Shela
365,L,4508,5,5,Shela
260,L,3580,4,4,Shela
260,L,3580,4,4,Shela
111,L,1960,3,3,Shela
417,L,6421,5,5,Shela
250,L,4518,4,4,Shela
152,L,2585,4,4,Shela
135,L,2300,4,4,Shela
120,L,2041,3,3,Shela
277,L,5040,5,5,Shela
137,L,2740,3,3,Shela
240,L,3538,4,4,Shela
120,L,2041,3,3,Shela
150,L,2623,4,4,Shela
122,L,2778,3,3,Shela
144,L,3291,4,4,Shela
107,L,2395,3,3,Shela
134,L,2990,4,4,Shela
253,L,4608,4,4,Shela
229,L,3538,4,4,Shela
588,L,8403,5,5,Shela
130,L,2632,4,4,Shela
229,L,3538,4,4,Shela
125,L,1960,3,3,Shela
175,L,2460,4,4,Shela
462,L,8400,5,5,Shela
186,L,3391,4,4,Shela
158,L,2598,3,3,Shela
189,L,2920,4,4,Shela
220,L,3291,4,4,Shela
125,L,2013,3,3,Shela
130,L,1960,3,3,Shela
471,L,4279,4,4,Shela
420,L,7000,5,5,Shela
277,L,5040,5,5,Shela
227,L,4130,4,4,Shela
137,L,2585,4,4,Shela
385,L,6421,4,4,Shela
446,L,7435,5,5,Shela
650,L,8395,5,5,Shela
140,L,2740,3,3,Shela
164,L,3291,4,4,Shela
382,L,5883,4,4,Shela
278,L,4279,4,4,Shela
125,L,2300,4,4,Shela
278,L,5040,5,5,Shela
230,L,3538,4,4,Shela
223,L,3538,4,4,Shela
102,L,2041,3,3,Shela
160,L,2620,4,4,Shela
164,L,3291,4,4,Shela
164,L,3291,4,4,Shela
137,L,2740,3,3,Shela
198,L,4508,5,5,Shela
107,L,2000,3,3,Shela
124,L,2598,3,3,Shela
129,L,2598,3,3,Shela
120,L,2740,3,3,Shela
167,L,3151,4,4,Shela
293,L,4508,5,5,Shela
114,L,2598,3,3,Shela
130,L,2460,4,4,Shela
105,L,1876,3,3,Shela
408,L,7435,5,5,Shela
310,L,5837,4,4,Shela
131,L,3121,4,4,Shela
213,L,1989,4,4,Shela
213,L,1989,4,4,Shela
213,L,1989,4,4,Shela
213,L,1989,4,4,Shela
380,L,3538,4,4,Shela
380,L,3538,4,4,Shela
268,L,2500,5,5,Shela
268,L,2500,5,5,Shela
616,L,5739,5,5,Shela
616,L,5739,5,5,Shela
101,L,2598,3,3,Shela
102,L,2634,3,3,Shela
121,L,3121,4,4,Shela
110,L,3151,4,4,Shela
102,L,3263,4,4,Shela
108,L,2825,4,4,Shela
106,L,2013,3,3,Shela
100,L,2013,3,3,Shela
731,L,9000,5,5,Shela
150,L,1410,3,3,Shela
152,L,1431,3,3,Shela
182,L,1694,4,4,Shela
731,L,9000,5,5,Shela
356,L,5837,5,5,Shela
182,L,1694,4,4,Shela
731,L,9000,5,5,Shela
356,L,5837,5,5,Shela
175,L,2635,3,3,Shilaj
175,L,2635,3,3,Shilaj
170,L,2540,3,3,Shilaj
320,L,4280,4,4,Shilaj
480,L,4275,4,4,Shilaj
157,L,2810,4,4,Shilaj
200,L,2810,4,4,Shilaj
250,L,4275,4,4,Shilaj
250,L,4423,4,4,Shilaj
276,L,4600,4,4,Shilaj
170,L,2540,3,3,Shilaj
100,L,2600,3,3,Shilaj
390,L,4845,4,4,Shilaj
312,L,4800,4,4,Shilaj
173,L,3350,4,4,Shilaj
162,L,3125,4,4,South
110,L,1692,3,3,South
110,L,1750,3,3,South
148,L,2960,4,4,South
130,L,2500,4,4,South
135,L,1890,3,3,South
117,L,2250,3,3,South
107,L,1500,3,3,South
159,L,3075,4,4,South
525,L,5220,4,4,South
160,L,3075,4,4,South
120,L,2310,3,3,South
125,L,1375,3,3,South
130,L,2050,3,3,South
149,L,1845,3,3,Thaltej
280,L,3677,4,4,Thaltej
283,L,4680,4,4,Thaltej
299,L,3690,4,4,Thaltej
269,L,4464,4,4,Thaltej
190,L,2450,6,6,Thaltej
114,L,1764,3,3,Thaltej
149,L,1845,3,3,Thaltej
300,L,3987,4,4,Thaltej
135,L,1800,3,3,Thaltej
135,L,1700,3,3,Thaltej
200,L,2565,4,4,Thaltej
154,L,2065,3,3,Thaltej
165,L,2007,3,3,Thaltej
145,L,2009,3,3,Thaltej
135,L,2250,3,3,Thaltej
225,L,3500,3,3,Thaltej
311,L,3960,4,4,Thaltej
197,L,2442,3,3,Thaltej
278,L,4418,4,4,Thaltej
269,L,4464,4,4,Thaltej
215,L,3425,4,4,Thaltej
299,L,3690,4,4,Thaltej
183,L,2598,3,3,Thaltej
247,L,3480,5,5,Thaltej
230,L,2922,4,4,Thaltej
240,L,3480,4,4,Thaltej
300,L,2026,4,4,Thaltej
255,L,3600,4,4,Thaltej
130,L,1620,3,3,Thaltej
292,L,3897,4,4,Thaltej
325,L,3600,4,4,Thaltej
105,L,2250,3,3,Thaltej
195,L,2407,3,3,Thaltej
325,L,3618,4,4,Thaltej
170,L,2406,3,3,Thaltej
140,L,2065,3,3,Thaltej
231,L,2666,4,4,Thaltej
120,L,1905,3,3,Thaltej
114,L,1764,3,3,Thaltej
135,L,1800,3,3,Thaltej
150,L,1800,3,3,Thaltej
345,L,4350,4,4,Thaltej
285,L,3677,4,4,Thaltej
115,L,2250,3,3,Thaltej
149,L,1845,3,3,Thaltej
234,L,3600,4,4,Thaltej
110,L,1800,3,3,Thaltej
237,L,3168,4,4,Thaltej
145,L,2007,3,3,Thaltej
266,L,3900,4,4,Thaltej
170,L,2840,3,3,Thaltej
370,L,4466,4,4,Thaltej
278,L,4092,4,4,Thaltej
160,L,2315,3,3,Thaltej
105,L,1600,2,2,Thaltej
210,L,2790,4,4,Thaltej
145,L,2097,3,3,Thaltej
335,L,4350,4,4,Thaltej
300,L,2980,4,4,Thaltej
999,L,6500,4,4,Thaltej
269,L,4464,4,4,Thaltej
320,L,6700,4,4,Thaltej
243,L,2400,3,3,Thaltej
190,L,2406,3,3,Thaltej
185,L,2598,3,3,Thaltej
145,L,2021,3,3,Thaltej
170,L,2840,3,3,Thaltej
195,L,2548,3,3,Thaltej
537,L,7090,5,5,Thaltej
155,L,2205,3,3,Thaltej
285,L,3677,4,4,Thaltej
270,L,4000,4,4,Thaltej
145,L,2069,3,3,Thaltej
195,L,2460,3,3,Thaltej
485,L,5100,4,4,Thaltej
125,L,1655,3,3,Thaltej
320,L,4100,4,4,Thaltej
115,L,1800,3,3,Thaltej
114,L,1764,3,3,Thaltej
325,L,3600,4,4,Thaltej
110,L,2250,3,3,Thaltej
299,L,3690,4,4,Thaltej
197,L,3400,4,4,Thaltej
224,L,2810,4,4,Thaltej
114,L,1764,3,3,Thaltej
299,L,3690,4,4,Thaltej
149,L,1845,3,3,Thaltej
149,L,1845,3,3,Thaltej
299,L,3690,4,4,Thaltej
299,L,3690,4,4,Thaltej
635,L,5900,4,4,Thaltej
117,L,1818,3,3,Thaltej
150,L,2065,3,3,Thaltej
223,L,2442,3,3,Thaltej
513,L,5610,5,5,Thaltej
123,L,1764,3,3,Thaltej
368,L,4600,4,4,Thaltej
252,L,3600,4,4,Thaltej
268,L,3727,4,4,Thaltej
117,L,1818,3,3,Thaltej
279,L,3937,4,4,Thaltej
135,L,1700,3,3,Thaltej
275,L,3650,4,4,Thaltej
201,L,2800,4,4,Thaltej
170,L,2850,3,3,Thaltej
312,L,4464,4,4,Thaltej
150,L,2925,3,3,Thaltej
375,L,4060,4,4,Thaltej
531,L,5900,4,4,Thaltej
115,L,1945,3,3,Thaltej
234,L,3600,4,4,Thaltej
348,L,4350,4,4,Thaltej
270,L,3677,4,4,Thaltej
332,L,4680,4,4,Thaltej
262,L,3810,4,4,Thaltej
321,L,4290,4,4,Thaltej
321,L,4290,4,4,Thaltej
346,L,5325,4,4,Thaltej
168,L,2100,3,3,Thaltej
268,L,3727,4,4,Thaltej
235,L,2450,4,4,Thaltej
271,L,3492,4,4,Thaltej
226,L,2907,3,3,Thaltej
140,L,1778,3,3,Thaltej
238,L,3400,4,4,Thaltej
531,L,5900,4,4,Thaltej
261,L,3480,4,4,Thaltej
372,L,5325,4,4,Thaltej
252,L,3600,4,4,Thaltej
242,L,3465,4,4,Thaltej
231,L,3384,4,4,Thaltej
200,L,2934,4,4,Thaltej
215,L,2520,4,4,Thaltej
261,L,3798,4,4,Thaltej
261,L,3798,4,4,Thaltej
299,L,3987,4,4,Thaltej
237,L,3168,4,4,Thaltej
292,L,3897,4,4,Thaltej
237,L,3168,4,4,Thaltej
160,L,1944,3,3,Thaltej
240,L,3492,4,4,Thaltej
154,L,2065,3,3,Thaltej
170,L,2118,3,3,Thaltej
215,L,2520,4,4,Thaltej
145,L,2025,3,3,Thaltej
235,L,2450,4,4,Thaltej
241,L,3495,4,4,Thaltej
244,L,3550,4,4,Thaltej
256,L,3720,4,4,Thaltej
270,L,3667,4,4,Thaltej
274,L,3480,4,4,Thaltej
285,L,4716,4,4,Thaltej
269,L,4464,4,4,Thaltej
269,L,4464,4,4,Thaltej
269,L,4464,4,4,Thaltej
269,L,4464,4,4,Thaltej
269,L,4464,4,4,Thaltej
285,L,4716,4,4,Thaltej
285,L,4716,4,4,Thaltej
284,L,3934,4,4,Thaltej
227,L,3727,4,4,Thaltej
201,L,2796,4,4,Thaltej
225,L,2799,4,4,Thaltej
180,L,3240,4,4,Thaltej
237,L,3168,4,4,Thaltej
271,L,3492,4,4,Thaltej
186,L,2394,3,3,Thaltej
165,L,2925,3,3,Thaltej
100,L,1245,3,3,Thaltej
330,L,5325,4,4,Thaltej
130,L,1818,3,3,Thaltej
265,L,3900,4,4,Thaltej
800,L,4271,4,4,Thaltej
269,L,4464,4,4,Thaltej
269,L,4464,4,4,Thaltej
140,L,2007,3,3,Thaltej
280,L,3720,4,4,Thaltej
280,L,3720,4,4,Thaltej
280,L,3720,4,4,Thaltej
268,L,3550,4,4,Thaltej
268,L,3550,4,4,Thaltej
287,L,3810,4,4,Thaltej
287,L,3810,4,4,Thaltej
282,L,3745,4,4,Thaltej
282,L,3745,4,4,Thaltej
263,L,3480,4,4,Thaltej
263,L,3480,4,4,Thaltej
271,L,3600,4,4,Thaltej
271,L,3600,4,4,Thaltej
154,L,2065,3,3,Thaltej
154,L,2065,3,3,Thaltej
350,L,3600,4,4,Thaltej
210,L,2250,4,4,Thaltej
300,L,2666,4,4,Thaltej
230,L,2666,4,4,Thaltej
299,L,3690,4,4,Thaltej
299,L,3690,4,4,Thaltej
299,L,3690,4,4,Thaltej
149,L,1845,3,3,Thaltej
149,L,1845,3,3,Thaltej
149,L,1845,3,3,Thaltej
149,L,1845,3,3,Thaltej
210,L,2250,4,4,Thaltej
200,L,2097,3,3,Thaltej
380,L,4100,4,4,Thaltej
280,L,3425,4,4,Thaltej
192,L,2436,3,3,Thaltej
140,L,2009,3,3,Thaltej
244,L,3552,4,4,Thaltej
524,L,6645,5,5,Thaltej
160,L,2315,3,3,Thaltej
150,L,1845,3,3,Thaltej
320,L,4100,4,4,Thaltej
300,L,3500,4,4,Thaltej
154,L,2065,3,3,Thaltej
299,L,2243,4,4,Thaltej
235,L,2450,4,4,Thaltej
170,L,2844,3,3,Thaltej
170,L,1656,3,3,Thaltej
220,L,2890,4,4,Thaltej
219,L,2930,4,4,Thaltej
249,L,3480,4,4,Thaltej
136,L,2178,3,3,Thaltej
105,L,1620,3,3,Thaltej
182,L,2799,4,4,Thaltej
242,L,3727,4,4,Thaltej
163,L,2065,3,3,Thaltej
115,L,1440,3,3,Thaltej
180,L,2520,4,4,Thaltej
230,L,2400,3,3,Thaltej
130,L,1650,3,3,Thaltej
130,L,1760,3,3,Thaltej
145,L,2500,3,3,Thaltej
102,L,2835,4,4,Vastral
753,L,7000,5,5,Vastral
120,L,1615,3,3,Vastrapur
120,L,1615,3,3,Vastrapur
118,L,1585,3,3,Vastrapur
400,L,3088,3,3,Vastrapur
203,L,3230,4,4,Vastrapur
287,L,3375,4,4,Vastrapur
159,L,2225,3,3,Vastrapur
185,L,2417,4,4,Vastrapur
281,L,3800,5,5,Vastrapur
149,L,1815,3,3,Vastrapur
120,L,1815,3,3,Vastrapur
120,L,1585,3,3,Vastrapur
209,L,3230,4,4,Vastrapur
127,L,2250,3,3,Vastrapur
140,L,2001,3,3,Vastrapur
120,L,1615,3,3,Vastrapur
142,L,1665,3,3,Vastrapur
168,L,2230,3,3,Vastrapur
122,L,2230,3,3,Vastrapur
328,L,4077,4,4,Vastrapur
125,L,1650,3,3,Vastrapur
270,L,2415,4,4,Vastrapur
127,L,1665,3,3,Vastrapur
169,L,2727,4,4,Shilaj
251,L,3492,4,4,Vastrapur
120,L,1615,3,3,Vastrapur
369,L,4000,4,4,Vastrapur
100,L,2475,4,4,Vastrapur
210,L,3230,4,4,Vastrapur
205,L,1890,3,3,Vastrapur
156,L,2230,3,3,Vastrapur
315,L,3375,4,4,Vastrapur
190,L,2415,3,3,Vastrapur
165,L,1700,3,3,Vastrapur
120,L,1845,3,3,Vastrapur
118,L,1585,3,3,Vastrapur
180,L,2415,4,4,Vastrapur
130,L,1585,3,3,Vastrapur
198,L,3165,4,4,Vastrapur
145,L,2020,3,3,Vastrapur
165,L,2230,3,3,Vastrapur
231,L,3230,4,4,Vastrapur
121,L,1585,3,3,Vastrapur
131,L,1665,3,3,Vastrapur
250,L,3465,4,4,Vastrapur
258,L,3593,4,4,Vastrapur
251,L,3492,4,4,Vastrapur
142,L,1665,3,3,Vastrapur
150,L,2230,3,3,Vastrapur
120,L,1615,3,3,Vastrapur
135,L,1815,3,3,Vastrapur
360,L,4400,4,4,Vastrapur
120,L,1615,3,3,Vastrapur
140,L,1885,3,3,Vastrapur
364,L,4400,4,4,Vastrapur
110,L,1585,3,3,Vastrapur
280,L,3330,4,4,Vastrapur
221,L,3062,4,4,Vastrapur
335,L,4400,4,4,Vastrapur
187,L,2415,4,4,Vastrapur
230,L,4000,4,4,Vastrapur
225,L,3356,3,3,Vastrapur
182,L,2415,4,4,Vastrapur
250,L,3300,4,4,Vastrapur
167,L,2490,3,3,Vastrapur
165,L,2230,3,3,Vastrapur
150,L,1885,3,3,Vastrapur
135,L,1815,3,3,Vastrapur
297,L,3967,4,4,Vastrapur
194,L,2415,4,4,Vastrapur
120,L,1745,3,3,Vastrapur
380,L,4400,4,4,Vastrapur
250,L,4500,3,3,Vastrapur
225,L,3260,4,4,Vastrapur
154,L,2415,4,4,Vastrapur
